TMCode,店舗名,Status,開店日,都道府県,郵便番号,都道府県,市区町村,それ以下,Category,販路,パートナー先
6901,楽天モバイル シーモール下関店,OPEN,2019/8/9,山口県,750-0025,山口県,下関市,竹崎町4-4-8,DS,アール・コミュニケーションズ,楽天モバイル株式会社
6921,ヤマダデンキ LABI津田沼,OPEN,2019/7/27,千葉県,275-0026,千葉県,習志野市,谷津1-16-1,CES,ライクスタッフィング,株式会社ヤマダ電機
6941,ヤマダデンキ LABI LIFE SELECT 立川,OPEN,2019/8/3,東京都,190-0012,東京都,立川市,曙町二丁目2番25号,CES,リクルートスタッフィング,株式会社ヤマダ電機
6951,楽天モバイル ユニモちはら台店,OPEN,2019/8/9,千葉県,290-0143,千葉県,市原市,ちはら台西3丁目4番,PS,アルファグループ,アルファグループ
6971,楽天モバイル ゆめタウン出雲店,OPEN,2019/8/30,島根県,693-0063,島根県,出雲市,大塚町650-1,DS,アール・コミュニケーションズ,楽天モバイル株式会社
6981,楽天モバイル 広島本通り店,OPEN,2019/8/31,広島県,730-0035,広島県,広島市,中区本通7-24,DS,リクルートスタッフィング,楽天モバイル株式会社
6991,楽天モバイル 五反田駅前店,OPEN,2019/8/31,東京都,141-0022,東京都,品川区,東五反田1丁目13-8,DS,楽天モバイル株式会社,楽天モバイル株式会社
7001,楽天モバイル イオンモール新瑞橋店,OPEN,2019/9/20,愛知県,457-0012,愛知県,名古屋市,南区菊住1丁目7-10,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7011,ビックカメラ イトーヨーカドーたまプラーザ店,OPEN,2019/8/28,神奈川県,225-0002,神奈川県,横浜市,青葉区美しが丘1-6-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
7021,ヤマダデンキ LABI吉祥寺,OPEN,2019/8/23,東京都,180-0003,東京都,武蔵野市,吉祥寺南町2丁目3番13号,CES,リクルートスタッフィング,株式会社ヤマダ電機
7031,ヤマダデンキ テックランド東広島店,OPEN,2019/8/30,広島県,739-0024,広島県,東広島市,西条町御薗宇5168-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
7041,楽天モバイル 神戸ハーバーランドumie店,OPEN,2019/9/12,兵庫県,650-0044,兵庫県,神戸市,中央区東川崎町1丁目7-2,PS,CNX,コネクシオ
7051,楽天モバイル アドバンスモール松阪店,OPEN,2019/9/21,三重県,515-0055,三重県,松阪市,田村町235-1,PS,T-GAIA,T-GAIA
7061,楽天モバイル サクラマチ熊本店,OPEN,2019/9/14,熊本県,860-0805,熊本県,熊本市,中央区桜町3-10,PS,T-GAIA,T-GAIA
7071,ケーズデンキ インターヴィレッジ大曲店,OPEN,2019/9/5,北海道,061-1278,北海道,北広島市,大曲幸町6-1,CES,ライクスタッフィング,ケーズホールディングス
7081,ケーズデンキ 奈良柏木店,OPEN,2019/9/5,奈良県,630-8031,奈良県,奈良市,柏木町480-1,CES,ヒト・コミュニケーションズ,ケーズホールディングス
7091,エディオン イオンタウン弥富店,OPEN,2019/8/30,愛知県,498-0014,愛知県,弥富市,五明町蒲原1371-4,CES,ウィルオブ・ワーク,株式会社エディオン
7101,エディオン 新鳥取本店,OPEN,2019/8/30,鳥取県,680-0913,鳥取県,鳥取市,安長71-1,CES,パーソルマーケティング,株式会社エディオン
7111,ビックロ ビックカメラ新宿東口店,OPEN,2019/8/31,東京都,160-0022,東京都,新宿区,新宿3-29-1,CES,株式会社ラネット,株式会社ビックカメラ
7121,エディオン 為又シティ店,OPEN,2019/9/6,沖縄県,905-0005,沖縄県,名護市,為又904-5,CES,ヒト・コミュニケーションズ,株式会社エディオン
7131,エディオン 諫早店,OPEN,2019/9/9,長崎県,854-0036,長崎県,諫早市,長野町1640-1,CES,ライクスタッフィング,株式会社エディオン
7141,楽天モバイル 三軒茶屋店,OPEN,2019/9/12,東京都,154-0024,東京都,世田谷区,三軒茶屋2-14-12,PS,アルファグループ,アルファグループ
7151,楽天モバイル フェアモール福井大和田店,OPEN,2019/9/13,福井県,910-0836,福井県,福井市,大和田2-1230,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7161,楽天モバイル アクロスモール新鎌ヶ谷店,OPEN,2019/9/13,千葉県,273-0107,千葉県,鎌ヶ谷市,新鎌ヶ谷2-12-1,DS,パーソルマーケティング,楽天モバイル株式会社
7181,楽天モバイル イオンモール木曽川店,OPEN,2019/9/20,愛知県,493-0001,愛知県,一宮市,木曽川町黒田字南ハツケ池25-1,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7211,楽天モバイル アリオ北砂店,OPEN,2019/9/30,東京都,136-0073,東京都,江東区,北砂2-17-1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
7221,楽天モバイル イオンモール浜松志都呂店,OPEN,2019/9/30,静岡県,432-8069,静岡県,浜松市,西区志都呂2丁目37-1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
7231,楽天モバイル 八王子店,OPEN,2019/9/20,東京都,192-0084,東京都,八王子市,三崎町4-12,PS,アルファグループ,アルファグループ
7241,ヤマダデンキ テックランド平和台駅前店,OPEN,2019/9/14,東京都,179-0081,東京都,練馬区,北町6-32-5,CES,リクルートスタッフィング,株式会社ヤマダ電機
7251,家電住まいる館YAMADA福岡志免本店,OPEN,2019/9/13,福岡県,811-2207,福岡県,糟屋郡,志免町南里五丁目2-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
7261,楽天モバイル 川口店,OPEN,2019/10/2,埼玉県,332-0017,埼玉県,川口市,栄町3-9-18,PS,アルファグループ,アルファグループ
7271,楽天モバイル ららぽーと沼津店,OPEN,2019/10/2,静岡県,410-8541,静岡県,沼津市,東椎路字東荒301番地3,PS,CNX,コネクシオ
7281,楽天モバイル 高槻センター街店,OPEN,2019/10/25,大阪府,569-0803,大阪府,高槻市,高槻町16-19,DS,パーソルマーケティング,楽天モバイル株式会社
7291,楽天モバイル 恵比寿店,OPEN,2020/1/23,東京都,150-0022,東京都,渋谷区,恵比寿南1-1-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
7301,楽天モバイル 溝の口店,OPEN,2019/10/25,神奈川県,213-0001,神奈川県,川崎市,高津区溝口1-14-5,DS,パーソルマーケティング,楽天モバイル株式会社
7311,楽天モバイル イオンモール姫路大津店,OPEN,2019/10/25,兵庫県,671-1146,兵庫県,姫路市,大津区大津町2丁目5番,PS,上新電機,上新電機株式会社
7321,楽天モバイル ファボーレ店,OPEN,2019/10/17,富山県,939-2716,富山県,富山市,婦中町下轡田165番地の1,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7331,楽天モバイル テラスモール松戸店,OPEN,2019/10/24,千葉県,270-0023,千葉県,松戸市,八ヶ崎2ｰ8-1,PS,T-GAIA,T-GAIA
7341,楽天モバイル ららぽーと立川立飛店,OPEN,2019/11/8,東京都,190-0015,東京都,立川市,泉町935番地の1,PS,D-POPS,D-POPS
7351,ビックカメラ 所沢駅店,OPEN,2019/11/8,埼玉県,359-1123,埼玉県,所沢市,日吉町12-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
7361,楽天モバイル ららぽーとEXPOCITY店,OPEN,2019/11/15,大阪府,565-0826,大阪府,吹田市,千里万博公園2-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
7371,楽天モバイル 稲毛店,OPEN,2019/11/29,千葉県,263-0043,千葉県,千葉市,稲毛区小仲台6丁目1-1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
7381,楽天モバイル 長崎浜町店,OPEN,2019/11/18,長崎県,850-0851,長崎県,長崎市,古川町6-39,PS,アール・コミュニケーションズ,アール・コミュニケーションズ株式会社
7391,楽天モバイル ベイシア佐倉店,OPEN,2019/11/29,千葉県,285-0819,千葉県,佐倉市,寺崎北6丁目1-1,DS,パーソルマーケティング,楽天モバイル株式会社
7401,楽天モバイル アリオ西新井店,OPEN,2019/11/29,東京都,123-0843,東京都,足立区,西新井栄町1丁目20-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
7421,ビックカメラ 有楽町店,OPEN,2019/11/15,東京都,100-0006,東京都,千代田区,有楽町1-11-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
7431,楽天モバイル mozoワンダーシティ店,OPEN,2019/12/6,愛知県,452-0817,愛知県,名古屋市,西区二方町40-2,DS,リクルートスタッフィング,楽天モバイル株式会社
7441,楽天モバイル 川越クレアモール店,OPEN,2019/12/27,埼玉県,350-1122,埼玉県,川越市,脇田町6番地4-2,DS,パーソルマーケティング,楽天モバイル株式会社
7481,ケーズデンキ 広島本店,OPEN,2020/2/27,広島県,732-0804,広島県,広島市,南区西蟹屋4-1-1,CES,リクルートスタッフィング,ケーズホールディングス
7491,ビックカメラ 池袋本店,OPEN,2020/3/2,東京都,170-0013,東京都,豊島区,東池袋1-41-5,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
7501,ビックカメラ JR八王子駅店,OPEN,2020/2/20,東京都,192-0083,東京都,八王子市,旭町1-17,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
7511,楽天モバイル 京都四条通店,OPEN,2020/2/27,京都府,600-8006,京都府,京都市,下京区四条通柳馬場西入立売中之町105番地,DS,CNX,楽天モバイル株式会社
7521,楽天モバイル ニッケコルトンプラザ市川店,OPEN,2020/3/19,千葉県,272-0015,千葉県,市川市,鬼高1丁目1番1号,PS,アルファグループ,アルファグループ
7531,楽天モバイル ララガーデン春日部店,OPEN,2020/4/1,埼玉県,344-0064,埼玉県,春日部市,南1丁目1-1,PS,アルファグループ,アルファグループ
7541,楽天モバイル 草加マルイ店,OPEN,2020/4/1,埼玉県,340-0015,埼玉県,草加市,高砂2丁目9-1,PS,アルファグループ,アルファグループ
7551,楽天モバイル 有明ガーデン店,OPEN,2020/6/17,東京都,135-0063,東京都,江東区,有明2丁目1-8,DS,楽天モバイル株式会社,楽天モバイル株式会社
7561,ケーズデンキ BRANCH博多店,OPEN,2020/5/7,福岡県,812-0044,福岡県,福岡市,博多区千代1丁目2-1,CES,リクルートスタッフィング,ケーズホールディングス
7571,YAMADA IKEBUKUROアウトレット・リユース&TAXFREE館,OPEN,2020/6/20,東京都,170-0013,東京都,豊島区,東池袋1丁目41-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
7581,楽天モバイル 福岡天神西通り店,OPEN,2020/7/15,福岡県,810-0001,福岡県,福岡市,中央区天神二丁目3番24号,DS,楽天モバイル株式会社,楽天モバイル株式会社
7591,ヨドバシカメラ マルチメディアAKIBA店,OPEN,2020/8/20,東京都,101-0028,東京都,千代田区,神田花岡町1-1,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7601,ヨドバシカメラ マルチメディア梅田店,OPEN,2020/8/20,大阪府,530-0011,大阪府,大阪市,北区大深町1-1,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7611,ヨドバシカメラ マルチメディア横浜店,OPEN,2020/8/27,神奈川県,220-0004,神奈川県,横浜市,西区北幸1丁目2-7,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7621,ヨドバシカメラ 新宿西口本店,OPEN,2020/8/26,東京都,160-0023,東京都,新宿区,西新宿1丁目11-1,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7631,ヨドバシカメラ マルチメディア仙台店,OPEN,2020/8/28,宮城県,983-0852,宮城県,仙台市,宮城野区榴岡1丁目2-13,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7641,せいでん さんちか店,OPEN,2020/8/27,兵庫県,650-0021,兵庫県,神戸市,中央区三宮町1丁目10-1,CES,ライクスタッフィング,株式会社ヤマダ電機
7651,LABI仙台,OPEN,2020/9/1,宮城県,980-0021,宮城県,仙台市,青葉区中央3丁目6-1,CES,ライクスタッフィング,株式会社ヤマダ電機
7661,ヤマダデンキ LABI新宿西口館,OPEN,2020/8/26,東京都,160-0023,東京都,新宿区,西新宿1-18-8,CES,リクルートスタッフィング,株式会社ヤマダ電機
7671,家電住まいる館YAMADA港北センター店,OPEN,2020/9/18,神奈川県,224-0003,神奈川県,横浜市,都筑区中川中央二丁目2-1,CES,ライクスタッフィング,株式会社ヤマダ電機
7681,家電住まいる館YAMADA幕張店,OPEN,2020/9/8,千葉県,262-0032,千葉県,千葉市,花見川区幕張町2丁目7701番地,CES,ライクスタッフィング,株式会社ヤマダ電機
7691,家電住まいる館YAMADA横浜泉店,OPEN,2020/9/25,神奈川県,245-0018,神奈川県,横浜市,泉区上飯田町3937,CES,ライクスタッフィング,株式会社ヤマダ電機
7701,楽天モバイル ららぽーと愛知東郷店,OPEN,2020/9/7,愛知県,470-0186,愛知県,愛知郡,東郷町 東郷中央土地区画整理事業62街区1、3,PS,アルファグループ,アルファグループ
7702,エディオン 茨木藤の里店,OPEN,2020/9/9,大阪府,567-0054,大阪府,茨木市,藤の里1-7-41,CES,ヒト・コミュニケーションズ,株式会社エディオン
7703,ヨドバシカメラ マルチメディア町田店,OPEN,2020/9/28,東京都,194-0013,東京都,町田市,原町田1丁目1-11,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7704,ヨドバシカメラ マルチメディア川崎ルフロン店,OPEN,2020/9/25,神奈川県,210-0024,神奈川県,川崎市,川崎区日進町1-11,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7705,ヨドバシカメラ マルチメディア吉祥寺店,OPEN,2020/9/23,東京都,180-0004,東京都,武蔵野市,吉祥寺本町1丁目19-1,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7706,ヨドバシカメラ マルチメディア京都店,OPEN,2020/9/24,京都府,600-8216,京都府,京都市,下京区京都駅前,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7707,ヨドバシカメラ マルチメディア札幌店,OPEN,2020/9/30,北海道,060-0806,北海道,札幌市,北区北6条西5丁目1-22,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7708,ヨドバシカメラ マルチメディア博多店,OPEN,2020/9/29,福岡県,812-0012,福岡県,福岡市,博多区博多駅中央街6-12,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7710,ヨドバシカメラ 千葉店,OPEN,2020/11/18,千葉県,260-0015,千葉県,千葉市,中央区富士見2丁目3-1,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7711,ヨドバシカメラ マルチメディア名古屋松坂屋店,OPEN,2020/10/28,愛知県,460-8430,愛知県,名古屋市,中区栄3丁目16-1,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7712,ヨドバシカメラ マルチメディア京急上大岡店,OPEN,2020/10/27,神奈川県,233-0002,神奈川県,横浜市,港南区上大岡西1丁目6-1,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
