update,number,area,company,line,station,code,4g,ground,between,omit,branch
,295,関東,東京メトロ,日比谷線,三ノ輪,H-20,データ高速無制限,地下,駅,,
,296,関東,東京メトロ,日比谷線,三ノ輪〜南千住,,データ高速無制限,地下,駅間,,
,297,関東,東京メトロ,日比谷線,南千住,H-21,データ高速無制限,地上,駅,,
,298,関東,東京メトロ,日比谷線,南千住〜北千住,,データ高速無制限,地上,駅間,,
,299,関東,東京メトロ,日比谷線,北千住,H-22,データ高速無制限,地上,駅,,
,300,関東,東京メトロ,東西線,中野,T-01,データ高速無制限,地上,駅,,
,301,関東,東京メトロ,東西線,中野〜落合,,データ高速無制限,地下,駅間,,
,302,関東,東京メトロ,東西線,落合,T-02,データ高速無制限,地下,駅,,
,303,関東,東京メトロ,東西線,落合〜高田馬場,,データ高速無制限,地下,駅間,,
,304,関東,東京メトロ,東西線,高田馬場,T-03,データ高速無制限,地下,駅,,
,305,関東,東京メトロ,東西線,高田馬場〜早稲田,,データ高速無制限,地下,駅間,,
,306,関東,東京メトロ,東西線,早稲田,T-04,データ高速無制限,地下,駅,,
,307,関東,東京メトロ,東西線,早稲田〜神楽坂,,データ高速無制限,地下,駅間,,
,308,関東,東京メトロ,東西線,神楽坂,T-05,データ高速無制限,地下,駅,,
,309,関東,東京メトロ,東西線,神楽坂〜飯田橋,,データ高速無制限,地下,駅間,,
,310,関東,東京メトロ,東西線,飯田橋,T-06,データ高速無制限,地下,駅,,
,311,関東,東京メトロ,東西線,飯田橋〜九段下,,データ高速無制限,地下,駅間,,
,312,関東,東京メトロ,東西線,九段下,T-07,データ高速無制限,地下,駅,,
,313,関東,東京メトロ,東西線,九段下〜竹橋,,データ高速無制限,地下,駅間,,
,314,関東,東京メトロ,東西線,竹橋,T-08,データ高速無制限,地下,駅,,
,315,関東,東京メトロ,東西線,竹橋〜大手町,,データ高速無制限,地下,駅間,,
,316,関東,東京メトロ,東西線,大手町,T-09,データ高速無制限,地下,駅,,
,317,関東,東京メトロ,東西線,大手町〜日本橋,,データ高速無制限,地下,駅間,,
,318,関東,東京メトロ,東西線,日本橋,T-10,データ高速無制限,地下,駅,,
,319,関東,東京メトロ,東西線,日本橋〜茅場町,,データ高速無制限,地下,駅間,,
,320,関東,東京メトロ,東西線,茅場町,T-11,データ高速無制限,地下,駅,,
,321,関東,東京メトロ,東西線,茅場町〜門前仲町,,データ高速無制限,地下,駅間,,
,322,関東,東京メトロ,東西線,門前仲町,T-12,データ高速無制限,地下,駅,,
,323,関東,東京メトロ,東西線,門前仲町〜木場,,データ高速無制限,地下,駅間,,
,324,関東,東京メトロ,東西線,木場,T-13,データ高速無制限,地下,駅,,
,325,関東,東京メトロ,東西線,木場〜東陽町,,データ高速無制限,地下,駅間,,
,326,関東,東京メトロ,東西線,東陽町,T-14,データ高速無制限,地下,駅,,
,327,関東,東京メトロ,東西線,東陽町〜南砂町,,データ高速無制限,地下,駅間,,
,328,関東,東京メトロ,東西線,南砂町,T-15,データ高速無制限,地下,駅,,
,329,関東,東京メトロ,東西線,南砂町〜西葛西,,データ高速無制限,地下,駅間,,
,330,関東,東京メトロ,東西線,西葛西,T-16,データ高速無制限,地上,駅,,
,331,関東,東京メトロ,東西線,西葛西〜葛西,,データ高速無制限,地上,駅間,,
,332,関東,東京メトロ,東西線,葛西,T-17,データ高速無制限,地上,駅,,
,333,関東,東京メトロ,東西線,葛西〜浦安,,データ高速無制限,地上,駅間,,
,334,関東,東京メトロ,東西線,浦安,T-18,データ高速無制限,地上,駅,,
,335,関東,東京メトロ,東西線,浦安〜南行徳,,データ高速無制限,地上,駅間,,
,336,関東,東京メトロ,東西線,南行徳,T-19,データ高速無制限,地上,駅,,
,337,関東,東京メトロ,東西線,南行徳〜行徳,,データ高速無制限,地上,駅間,,
,338,関東,東京メトロ,東西線,行徳,T-20,データ高速無制限,地上,駅,,
,339,関東,東京メトロ,東西線,行徳〜妙典,,データ高速無制限,地上,駅間,,
,340,関東,東京メトロ,東西線,妙典,T-21,データ高速無制限,地上,駅,,
,341,関東,東京メトロ,東西線,妙典〜原木中山,,データ高速無制限,地上,駅間,,
,342,関東,東京メトロ,東西線,原木中山,T-22,データ高速無制限,地上,駅,,
,343,関東,東京メトロ,東西線,原木中山〜西船橋,,データ高速無制限,地上,駅間,,
,344,関東,東京メトロ,東西線,西船橋,T-23,データ高速無制限,地上,駅,,
,345,関東,東京メトロ,千代田線,代々木上原,C-01,データ高速無制限,地上,駅,,
,346,関東,東京メトロ,千代田線,代々木上原〜代々木公園,,データ高速無制限,地下,駅間,,
,347,関東,東京メトロ,千代田線,代々木公園,C-02,データ高速無制限,地下,駅,,
,348,関東,東京メトロ,千代田線,代々木公園〜明治神宮前,,データ高速無制限,地下,駅間,,
,349,関東,東京メトロ,千代田線,明治神宮前,C-03,データ高速無制限,地下,駅,,
,350,関東,東京メトロ,千代田線,明治神宮前〜表参道,,データ高速無制限,地下,駅間,,
,351,関東,東京メトロ,千代田線,表参道,C-04,データ高速無制限,地下,駅,,
,352,関東,東京メトロ,千代田線,表参道〜乃木坂,,データ高速無制限,地下,駅間,,
,353,関東,東京メトロ,千代田線,乃木坂,C-05,データ高速無制限,地下,駅,,
,354,関東,東京メトロ,千代田線,乃木坂〜赤坂,,データ高速無制限,地下,駅間,,
,355,関東,東京メトロ,千代田線,赤坂,C-06,データ高速無制限,地下,駅,,
,356,関東,東京メトロ,千代田線,赤坂〜国会議事堂前,,データ高速無制限,地下,駅間,,
,357,関東,東京メトロ,千代田線,国会議事堂前,C-07,データ高速無制限,地下,駅,,
,358,関東,東京メトロ,千代田線,国会議事堂前〜霞ケ関,,データ高速無制限,地下,駅間,,
,359,関東,東京メトロ,千代田線,霞ケ関,C-08,データ高速無制限,地下,駅,,
,360,関東,東京メトロ,千代田線,霞ケ関〜日比谷,,データ高速無制限,地下,駅間,,
,361,関東,東京メトロ,千代田線,日比谷,C-09,データ高速無制限,地下,駅,,
,362,関東,東京メトロ,千代田線,日比谷〜二重橋前,,データ高速無制限,地下,駅間,,
,363,関東,東京メトロ,千代田線,二重橋前,C-10,データ高速無制限,地下,駅,,
,364,関東,東京メトロ,千代田線,二重橋前〜大手町,,データ高速無制限,地下,駅間,,
,365,関東,東京メトロ,千代田線,大手町,C-11,データ高速無制限,地下,駅,,
,366,関東,東京メトロ,千代田線,大手町〜新御茶ノ水,,データ高速無制限,地下,駅間,,
,367,関東,東京メトロ,千代田線,新御茶ノ水,C-12,データ高速無制限,地下,駅,,
,368,関東,東京メトロ,千代田線,新御茶ノ水〜湯島,,データ高速無制限,地下,駅間,,
,369,関東,東京メトロ,千代田線,湯島,C-13,データ高速無制限,地下,駅,,
,370,関東,東京メトロ,千代田線,湯島〜根津,,データ高速無制限,地下,駅間,,
,371,関東,東京メトロ,千代田線,根津,C-14,データ高速無制限,地下,駅,,
,372,関東,東京メトロ,千代田線,根津〜千駄木,,データ高速無制限,地下,駅間,,
,373,関東,東京メトロ,千代田線,千駄木,C-15,データ高速無制限,地下,駅,,
,374,関東,東京メトロ,千代田線,千駄木〜西日暮里,,データ高速無制限,地下,駅間,,
,375,関東,東京メトロ,千代田線,西日暮里,C-16,データ高速無制限,地下,駅,,
,376,関東,東京メトロ,千代田線,西日暮里〜町屋,,データ高速無制限,地下,駅間,,
,377,関東,東京メトロ,千代田線,町屋,C-17,データ高速無制限,地下,駅,,
,378,関東,東京メトロ,千代田線,町屋〜北千住,,データ高速無制限,地下,駅間,,
,379,関東,東京メトロ,千代田線,北千住,C-18,データ高速無制限,地下,駅,,
,380,関東,東京メトロ,千代田線,北千住〜綾瀬,,データ高速無制限,地下,駅間,,
,381,関東,東京メトロ,千代田線,綾瀬,C-19,データ高速無制限,地上,駅,,
,382,関東,東京メトロ,千代田線,綾瀬〜北綾瀬,,データ高速無制限,地上,駅間,,
,383,関東,東京メトロ,千代田線,北綾瀬,C-20,データ高速無制限,地上,駅,,
,384,関東,東京メトロ,有楽町線,和光市,Y-01,データ高速無制限,地上,駅,,
,385,関東,東京メトロ,有楽町線,和光市〜地下鉄成増,,データ高速無制限,地下,駅間,,
,386,関東,東京メトロ,有楽町線,地下鉄成増,Y-02,データ高速無制限,地下,駅,,
,387,関東,東京メトロ,有楽町線,地下鉄成増〜地下鉄赤塚,,データ高速無制限,地下,駅間,,
,388,関東,東京メトロ,有楽町線,地下鉄赤塚,Y-03,データ高速無制限,地下,駅,,
,389,関東,東京メトロ,有楽町線,地下鉄赤塚〜平和台,,データ高速無制限,地下,駅間,,
,390,関東,東京メトロ,有楽町線,平和台,Y-04,データ高速無制限,地下,駅,,
,391,関東,東京メトロ,有楽町線,平和台〜氷川台,,データ高速無制限,地下,駅間,,
,392,関東,東京メトロ,有楽町線,氷川台,Y-05,データ高速無制限,地下,駅,,
,393,関東,東京メトロ,有楽町線,氷川台〜小竹向原,,データ高速無制限,地下,駅間,,
,394,関東,東京メトロ,有楽町線,小竹向原,Y-06,データ高速無制限,地下,駅,,
,395,関東,東京メトロ,有楽町線,小竹向原〜千川,,データ高速無制限,地下,駅間,,
,396,関東,東京メトロ,有楽町線,千川,Y-07,データ高速無制限,地下,駅,,
,397,関東,東京メトロ,有楽町線,千川〜要町,,データ高速無制限,地下,駅間,,
,398,関東,東京メトロ,有楽町線,要町,Y-08,データ高速無制限,地下,駅,,
,399,関東,東京メトロ,有楽町線,要町〜池袋,,データ高速無制限,地下,駅間,,
,400,関東,東京メトロ,有楽町線,池袋,Y-09,データ高速無制限,地下,駅,,
,401,関東,東京メトロ,有楽町線,池袋〜東池袋,,データ高速無制限,地下,駅間,,
,402,関東,東京メトロ,有楽町線,東池袋,Y-10,データ高速無制限,地下,駅,,
,403,関東,東京メトロ,有楽町線,東池袋〜護国寺,,データ高速無制限,地下,駅間,,
,404,関東,東京メトロ,有楽町線,護国寺,Y-11,データ高速無制限,地下,駅,,
,405,関東,東京メトロ,有楽町線,護国寺〜江戸川橋,,データ高速無制限,地下,駅間,,
,406,関東,東京メトロ,有楽町線,江戸川橋,Y-12,データ高速無制限,地下,駅,,
,407,関東,東京メトロ,有楽町線,江戸川橋〜飯田橋,,データ高速無制限,地下,駅間,,
,408,関東,東京メトロ,有楽町線,飯田橋,Y-13,データ高速無制限,地下,駅,,
,409,関東,東京メトロ,有楽町線,飯田橋〜市ケ谷,,データ高速無制限,地下,駅間,,
,410,関東,東京メトロ,有楽町線,市ケ谷,Y-14,データ高速無制限,地下,駅,,
,411,関東,東京メトロ,有楽町線,市ケ谷〜麹町,,データ高速無制限,地下,駅間,,
,412,関東,東京メトロ,有楽町線,麹町,Y-15,データ高速無制限,地下,駅,,
,413,関東,東京メトロ,有楽町線,麹町〜永田町,,データ高速無制限,地下,駅間,,
,414,関東,東京メトロ,有楽町線,永田町,Y-16,データ高速無制限,地下,駅,,
,415,関東,東京メトロ,有楽町線,永田町〜桜田門,,データ高速無制限,地下,駅間,,
,416,関東,東京メトロ,有楽町線,桜田門,Y-17,データ高速無制限,地下,駅,,
,417,関東,東京メトロ,有楽町線,桜田門〜有楽町,,データ高速無制限,地下,駅間,,
,418,関東,東京メトロ,有楽町線,有楽町,Y-18,データ高速無制限,地下,駅,,
,419,関東,東京メトロ,有楽町線,有楽町〜銀座一丁目,,データ高速無制限,地下,駅間,,
,420,関東,東京メトロ,有楽町線,銀座一丁目,Y-19,データ高速無制限,地下,駅,,
,421,関東,東京メトロ,有楽町線,銀座一丁目〜新富町,,データ高速無制限,地下,駅間,,
,422,関東,東京メトロ,有楽町線,新富町,Y-20,データ高速無制限,地下,駅,,
,423,関東,東京メトロ,有楽町線,新富町〜月島,,データ高速無制限,地下,駅間,,
,424,関東,東京メトロ,有楽町線,月島,Y-21,データ高速無制限,地下,駅,,
,425,関東,東京メトロ,有楽町線,月島〜豊洲,,データ高速無制限,地下,駅間,,
,426,関東,東京メトロ,有楽町線,豊洲,Y-22,データ高速無制限,地下,駅,,
,427,関東,東京メトロ,有楽町線,豊洲〜辰巳,,データ高速無制限,地下,駅間,,
,428,関東,東京メトロ,有楽町線,辰巳,Y-23,データ高速無制限,地下,駅,,
,429,関東,東京メトロ,有楽町線,辰巳〜新木場,,データ高速無制限,地下,駅間,,
,430,関東,東京メトロ,有楽町線,新木場,Y-24,データ高速無制限,地上,駅,,
,431,関東,東京メトロ,半蔵門線,渋谷,Z-01,データ高速無制限,地下,駅,,
,432,関東,東京メトロ,半蔵門線,渋谷〜表参道,,データ高速無制限,地下,駅間,,
,433,関東,東京メトロ,半蔵門線,表参道,Z-02,データ高速無制限,地下,駅,,
,434,関東,東京メトロ,半蔵門線,表参道〜青山一丁目,,データ高速無制限,地下,駅間,,
,435,関東,東京メトロ,半蔵門線,青山一丁目,Z-03,データ高速無制限,地下,駅,,
,436,関東,東京メトロ,半蔵門線,青山一丁目〜永田町,,データ高速無制限,地下,駅間,,
,437,関東,東京メトロ,半蔵門線,永田町,Z-04,データ高速無制限,地下,駅,,
,438,関東,東京メトロ,半蔵門線,永田町〜半蔵門,,データ高速無制限,地下,駅間,,
,439,関東,東京メトロ,半蔵門線,半蔵門,Z-05,データ高速無制限,地下,駅,,
,440,関東,東京メトロ,半蔵門線,半蔵門〜九段下,,データ高速無制限,地下,駅間,,
,441,関東,東京メトロ,半蔵門線,九段下,Z-06,データ高速無制限,地下,駅,,
,442,関東,東京メトロ,半蔵門線,九段下〜神保町,,データ高速無制限,地下,駅間,,
,443,関東,東京メトロ,半蔵門線,神保町,Z-07,データ高速無制限,地下,駅,,
,444,関東,東京メトロ,半蔵門線,神保町〜大手町,,データ高速無制限,地下,駅間,,
,445,関東,東京メトロ,半蔵門線,大手町,Z-08,データ高速無制限,地下,駅,,
,446,関東,東京メトロ,半蔵門線,大手町〜三越前,,データ高速無制限,地下,駅間,,
,447,関東,東京メトロ,半蔵門線,三越前,Z-09,データ高速無制限,地下,駅,,
,448,関東,東京メトロ,半蔵門線,三越前〜水天宮前,,データ高速無制限,地下,駅間,,
