Shop ID,カテゴリ,取り扱い開始日,店舗名,一次代理店名,来店予約の公開有無,来店予約トップURL,店舗一覧ページ_掲出タイミング,店舗一覧ページ_来店予約リンクボタン中の文言,取り扱い状況,店舗一覧ページ_注釈の文言
7750,DS,2021/4/30,楽天モバイル 神戸三宮センタープラザ店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=695&event_id=843,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7751,CES,2021/4/30,楽天モバイル イオンモール鹿児島店,アール・コミュニケーションズ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=696&event_id=845,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7752,DS,2021/4/30,楽天モバイル 六本木店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=698&event_id=848,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7754,DS,2021/4/30,楽天モバイル 上野広小路店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=700&event_id=850,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7755,PS,2021/5/25,楽天モバイル イオンモール川口店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=702&event_id=853,2021/5/28,予約注文をしてショップ（店舗）で 購入する,2021年5月25日,
7756,PS,2021/5/21,楽天モバイル 名古屋ユニモール店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=703&event_id=854,2021/5/28,予約注文をしてショップ（店舗）で 購入する,2021年5月21日,
7757,PS,2021/6/1,楽天モバイル 流山おおたかの森S・C店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=709&event_id=863,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7758,DS,2021/5/28,楽天モバイル コクーンシティ店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=704&event_id=855,2021/5/28,予約注文をしてショップ（店舗）で 購入する,2021年5月28日,
7759,CES,2021/5/25,ヤマダデンキ テックランドイオンモール川口店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=705&event_id=856,2021/5/25,,,"2021年5月25日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7760,CES,2021/6/1,YAMADA New web.com 府中店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=708&event_id=862,2021/6/3,,,"2021年6月1日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7761,CES,2021/6/1,家電住まいる館YAMADA福岡香椎店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=707&event_id=861,2021/6/3,,,"2021年6月1日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7764,DS,2021/6/1,楽天モバイル 葛西店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=210&event_id=313,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7765,DS,2021/6/1,楽天モバイル イオンモール木更津店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=196&event_id=285,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7766,DS,2021/6/1,楽天モバイル 大船店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=189&event_id=271,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7767,DS,2021/6/1,楽天モバイル ららぽーと新三郷店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=187&event_id=267,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7768,DS,2021/6/1,楽天モバイル イオンモール千葉ニュータウン店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=154&event_id=201,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7769,DS,2021/6/1,楽天モバイル イオンモール成田店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=131&event_id=155,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7770,PS,2021/6/1,楽天モバイル イオンモール甲府昭和店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=120&event_id=133,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7771,DS,2021/6/1,楽天モバイル 赤羽店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=119&event_id=131,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7772,DS,2021/6/1,楽天モバイル ハッピーロード大山店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=66&event_id=25,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7773,DS,2021/6/1,楽天モバイル 武蔵小山店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=61&event_id=15,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7778,PS,2021/6/18,楽天モバイル 東急プラザ戸塚店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=712&event_id=868,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年6月18日,
7779,CES,2021/6/5,家電住まいる館YAMADA姫路本店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=713&event_id=869,2021/6/18,,,"2021年6月5日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
