Shop ID,カテゴリ,取り扱い開始日,店舗名,一次代理店名,来店予約の公開有無,来店予約トップURL,店舗一覧ページ_掲出タイミング,店舗一覧ページ_来店予約リンクボタン中の文言,取り扱い状況,店舗一覧ページ_注釈の文言
4051,CES,2021/4/30,エディオン ゆめタウン高松店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=486&event_id=623,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4061,CES,2021/4/30,エディオン イオンタウン刈谷店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=487&event_id=624,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4071,CES,2021/4/30,エディオン 高槻宮田店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=485&event_id=622,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4081,CES,2021/4/30,ジョーシン 外環柏原店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=265&event_id=402,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4091,CES,2021/4/30,ジョーシン 名谷ダイエー店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=264&event_id=401,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4101,CES,2021/4/30,ジョーシン 三国ヶ丘店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=260&event_id=397,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4111,CES,2021/4/30,ジョーシン 厚木下荻野店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=263&event_id=400,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4121,CES,2021/4/30,ジョーシン 松戸店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=262&event_id=399,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4131,CES,2021/4/30,ジョーシン アピタ長久手店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=261&event_id=398,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4141,CES,2021/4/30,ケーズデンキ 松山藤原店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=568&event_id=705,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4151,CES,2021/4/30,ケーズデンキ 藍住店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=567&event_id=704,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4161,CES,2021/4/30,100満ボルト 札幌清田店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=484&event_id=621,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4171,CES,2021/4/30,エディオン 垂水店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=483&event_id=620,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4181,CES,2021/4/30,エディオン ニッケパークタウン店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=482&event_id=619,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4191,CES,2021/4/30,ケーズデンキ 鹿屋店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=566&event_id=703,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4201,CES,2021/4/30,エディオン 円町店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=481&event_id=618,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4211,CES,2021/4/30,ジョーシン 明石店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=259&event_id=396,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4221,CES,2021/4/30,ケーズデンキ 福島南本店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=565&event_id=702,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4231,CES,2021/4/30,エディオン おしくま店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=480&event_id=617,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4241,CES,2021/4/30,エディオン 東川原店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=479&event_id=616,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4251,CES,2021/4/30,コジマ×ビックカメラ 用賀店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=414&event_id=551,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4261,CES,2099/1/1,コジマ×ビックカメラ 池上店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=413&event_id=550,,,,
4271,CES,2021/4/30,コジマ×ビックカメラ 江北駅前店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=412&event_id=549,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4281,CES,2099/1/1,コジマ×ビックカメラ 葛飾店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=410&event_id=547,,,,
4291,CES,2021/4/30,コジマ×ビックカメラ 江戸川店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=411&event_id=548,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4301,CES,2021/4/30,ケーズデンキ 春日店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=564&event_id=701,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4321,CES,2099/1/1,コジマ×ビックカメラ 大東店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=408&event_id=545,,,,
4331,CES,2021/4/30,コジマ×ビックカメラ 志村店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=407&event_id=544,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4341,CES,2099/1/1,ビックカメラ 船橋東武店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=406&event_id=543,,,,
4351,CES,2021/4/30,ビックカメラ 岡山駅前店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=405&event_id=542,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4361,CES,2099/1/1,ビックカメラ 鹿児島中央駅店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=404&event_id=541,,,,
4371,PS,2021/4/30,楽天モバイル 高松丸亀町店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=188&event_id=269,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4391,CES,2021/4/30,エディオン 三島店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=478&event_id=615,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4401,CES,2021/4/30,エディオン イオンモール扶桑店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=477&event_id=614,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4411,CES,2021/4/30,エディオン 西原シティ店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=476&event_id=613,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4421,CES,2021/4/30,ケーズデンキ 岡山大安寺店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=563&event_id=700,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4431,CES,2021/4/30,ケーズデンキ 石巻本店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=562&event_id=699,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4441,CES,2021/4/30,ケーズデンキ 女池インター本店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=561&event_id=698,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4451,CES,2021/4/30,ケーズデンキ 金沢本店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=560&event_id=697,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4461,CES,2021/4/30,ケーズデンキ 青森本店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=559&event_id=696,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4471,CES,2021/4/30,エディオン 八幡西店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=475&event_id=612,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4481,CES,2021/4/30,エディオン 可児今渡店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=474&event_id=611,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4491,CES,2021/4/30,エディオン 八尾南店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=473&event_id=610,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4501,CES,2021/4/30,エディオン サンリブシティくまなん店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=472&event_id=609,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4511,CES,2021/4/30,エディオン 大津一里山店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=471&event_id=608,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4521,CES,2021/4/30,ジョーシン 淡路店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=258&event_id=395,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4531,CES,2021/4/30,ジョーシン 豊中インター店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=257&event_id=394,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4541,CES,2021/4/30,エディオン 泉北店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=470&event_id=607,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4551,CES,2021/4/30,エディオン 小田井モゾワンダーシティ店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=469&event_id=606,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4561,CES,2021/4/30,エディオン イオンモール名古屋茶屋店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=468&event_id=605,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4571,PS,2021/4/30,楽天モバイル 金沢フォーラス店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=186&event_id=265,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4581,PS,2021/4/30,楽天モバイル 伊勢佐木モール店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=185&event_id=263,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4591,PS,2021/4/30,楽天モバイル ららぽーと富士見店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=184&event_id=261,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4601,CES,2021/4/30,ケーズデンキ 新潟河渡店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=558&event_id=695,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4611,CES,2021/4/30,ケーズデンキ 名古屋北店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=552&event_id=689,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4631,CES,2021/4/30,ケーズデンキ 美濃加茂店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=557&event_id=694,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4641,CES,2021/6/11,ケーズデンキ 浜松入野店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=555&event_id=692,2021/6/18,,,"2021年6月11日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4651,CES,2021/4/30,ビックカメラ 新潟店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=403&event_id=540,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4661,CES,2021/6/11,ケーズデンキ 一社店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=554&event_id=691,2021/6/18,,,"2021年6月11日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4671,CES,2021/6/11,ケーズデンキ 酒田店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=553&event_id=690,2021/6/18,,,"2021年6月11日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4681,CES,2021/4/30,ビックカメラ 名古屋駅西店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=401&event_id=538,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4691,CES,2021/4/30,ビックカメラ 相模大野駅店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=402&event_id=539,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4711,CES,2021/4/30,コジマ×ビックカメラ イオンモール広島府中店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=399&event_id=536,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4721,CES,2021/4/30,コジマ×ビックカメラ 西友ひばりヶ丘店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=398&event_id=535,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4731,CES,2021/4/30,エディオン 千音寺アズパーク店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=467&event_id=604,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4741,CES,2021/4/30,エディオン 高辻シャンピアポート店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=466&event_id=603,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4751,CES,2021/4/30,ジョーシン 一ツ木店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=256&event_id=393,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4761,CES,2021/4/30,ジョーシン 豊岡店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=255&event_id=392,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4771,PS,2021/4/30,楽天モバイル イオンモール日の出店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=183&event_id=259,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4781,CES,2021/4/30,ジョーシン 神戸北町店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=254&event_id=391,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4791,CES,2021/4/30,エディオン イオンモール福岡店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=465&event_id=602,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4811,PS,2021/4/30,楽天モバイル つかしん店,株式会社アイテム,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=182&event_id=257,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4871,CES,2021/4/30,エディオン イオンモール津南店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=463&event_id=600,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4881,CES,2021/4/30,エディオン 天白店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=464&event_id=601,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4891,CES,2021/4/30,エディオン もりのみや店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=461&event_id=598,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4901,CES,2021/4/30,エディオン 佐賀本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=462&event_id=599,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4911,CES,2021/4/30,エディオン イオンモール新居浜店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=459&event_id=596,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4921,CES,2021/4/30,エディオン 桑名店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=460&event_id=597,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4931,CES,2021/4/30,コジマ×ビックカメラ イオンモール名取店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=397&event_id=534,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4941,CES,2021/4/30,エディオン 四日市日永店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=458&event_id=595,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4951,PS,2021/4/30,楽天モバイル イオンモール長久手店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=171&event_id=235,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4961,PS,2021/4/30,楽天モバイル ららぽーと磐田店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=177&event_id=247,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4971,CES,2021/4/30,エディオン アルパーク南店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=457&event_id=594,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4981,CES,2021/4/30,エディオン 八木店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=456&event_id=593,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4991,CES,2021/4/30,コジマ×ビックカメラ 宇都宮本店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=394&event_id=531,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5021,CES,2021/4/30,ビックカメラ 大宮西口そごう店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=395&event_id=532,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5031,CES,2021/4/30,ビックカメラ 広島駅前店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=396&event_id=533,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5041,CES,2021/4/30,エディオン イオンモール堺北花田店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=455&event_id=592,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5051,CES,2021/4/30,エディオン イオンモール浜松市野店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=454&event_id=591,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5061,PS,2021/4/30,楽天モバイル 新潟ラブラ店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=176&event_id=245,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5111,CES,2021/4/30,コジマ×ビックカメラ マークイズ福岡ももち店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=393&event_id=530,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5131,CES,2021/4/30,エディオン イオンモール和歌山店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=453&event_id=590,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5171,CES,2021/4/30,エディオン 名古屋本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=452&event_id=589,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5181,CES,2021/4/30,ジョーシン 三田ウッディタウン店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=253&event_id=390,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5191,CES,2021/4/30,エディオン ららぽーとEXPOCITY店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=450&event_id=587,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5201,CES,2021/4/30,ジョーシン 川西イオンタウン店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=252&event_id=389,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5221,CES,2021/4/30,エディオン イオンモール神戸北店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=451&event_id=588,2021/5/28,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5231,CES,2021/4/30,ジョーシン 伊勢ララパーク店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=251&event_id=388,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5241,CES,2021/4/30,エディオン 新下関店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=449&event_id=586,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5251,CES,2021/4/30,エディオン 六地蔵MOMOテラス店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=448&event_id=585,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5261,CES,2021/4/30,エディオン 京橋店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=447&event_id=584,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5291,PS,2021/4/30,楽天モバイル あまがさきキューズモール店,株式会社アイテム,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=169&event_id=231,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5301,CES,2021/4/30,エディオン 泉大津店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=446&event_id=583,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5321,PS,2021/4/30,楽天モバイル 竹ノ塚店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=168&event_id=229,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5331,CES,2021/4/30,100満ボルト 帯広本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=445&event_id=582,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5341,CES,2021/4/30,エディオン 東淡路店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=444&event_id=581,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5371,CES,2021/4/30,ケーズデンキ 埼大通り店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=551&event_id=688,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
5401,CES,2021/4/30,エディオン 多治見インター店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=443&event_id=580,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5411,CES,2021/4/30,エディオン 都城吉尾店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=441&event_id=578,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5431,CES,2021/4/30,エディオン 佐世保店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=442&event_id=579,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5441,CES,2021/4/30,エディオン 京都ファミリー店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=440&event_id=577,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5451,CES,2021/4/30,エディオン 下中野店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=436&event_id=573,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5461,CES,2021/4/30,エディオン 知立店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=439&event_id=576,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5471,CES,2021/4/30,エディオン 岩国店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=438&event_id=575,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5481,CES,2021/4/30,エディオン 松本なぎさ店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=437&event_id=574,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5491,CES,2099/1/1,コジマ×ビックカメラ イオンモール堺鉄砲町店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=392&event_id=529,,,,
5511,CES,2021/4/30,エディオン 周南本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=435&event_id=572,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5521,CES,2021/4/30,エディオン 大山シティ店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=434&event_id=571,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5531,DS,2021/4/30,楽天モバイル 大森駅前店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=165&event_id=223,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5541,DS,2021/4/30,楽天モバイル イオンモール多摩平の森店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=164&event_id=221,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
